Operation,OrganizationName,MailboxOwnerSid,ClientIP,MailboxGuid,CrossMailboxOperation,MailboxOwnerMasterAccountSid,UserType,ClientIPAddress,Folder,LogonUserSid,ResultStatus,InternalLogonType,ModifiedProperties,OrganizationId,DestFolder,MailboxOwnerUPN,UserKey,AffectedItems,UserId,CreationTime,Item,ClientInfoString,ClientProcessName,ClientVersion,Version,RecordType,Workload,ExternalAccess,OriginatingServer,LogonType,SessionId,Id
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:41:26,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:43:33,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:43:33,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:53:59,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:53:59,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:54:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:54:07,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:54:28,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:54:28,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:55:08,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:55:08,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:55:32,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:55:32,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:56:36,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:56:36,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:56:38,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:56:38,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:56:45,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:56:45,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:57:40,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:57:40,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:57:50,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:57:50,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:58:56,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:58:56,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:58:59,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:58:59,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:59:02,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:59:02,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:59:15,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T14:59:15,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:07:15,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:07:15,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:07:26,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:07:26,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Move,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:11:24,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Move,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:11:24,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:16:45,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:16:45,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:17:21,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:17:21,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:18:43,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:18:43,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:19:06,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:19:06,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:19:24,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:19:24,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:19:43,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:19:43,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:19:52,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:19:52,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:20:14,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:20:14,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:07,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:07,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:09,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:09,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Move,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:38,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Move,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:38,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:39,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:39,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:39,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:39,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:40,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:23:40,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:28:35,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:28:35,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:28:42,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:28:42,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:26,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
MoveToDeletedItems,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:26,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Move,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:41,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Move,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,False,,0,*REDACTED*,*REDACTED*,*REDACTED*,Succeeded,0,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,2019-12-02T15:29:41,,*REDACTED*,,,1,3,Exchange,False,*REDACTED*,0,*REDACTED*,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:35:02,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:35:02,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:35:13,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:35:13,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:35:20,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:35:20,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:38:17,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
Create,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,,0,*REDACTED*,,*REDACTED*,Succeeded,0,,*REDACTED*,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-12-02T15:38:17,*REDACTED*,*REDACTED*,,,1,2,Exchange,False,*REDACTED*,0,,*REDACTED*
